Date,Day,Minimum temperature (째C),Maximum temperature (째C),Rainfall (mm),Evaporation (mm),Sunshine (hours),Direction of maximum wind gust ,Speed of maximum wind gust (km/h),Time of maximum wind gust,9am Temperature (째C),9am relative humidity (%),9am cloud amount (oktas),9am wind direction,9am wind speed (km/h),9am MSL pressure (hPa),3pm Temperature (째C),3pm relative humidity (%),3pm cloud amount (oktas),3pm wind direction,3pm wind speed (km/h),3pm MSL pressure (hPa)
10/5/2014,Sa,13,21.9,10,3.4,5.9,NW,20,13:30,15.5,96,5,SW,6,1019.9,21.4,64,3,NW,11,1018.1
11/5/2014,Su,11.2,23.8,0.6,1.6,9.3,WNW,24,15:35,16.8,86,1,NNE,9,1020.7,23,44,1,W,11,1017.4
12/5/2014,Mo,12.8,23.5,0.2,1.6,5.4,WSW,33,11:51,17.5,81,6,N,6,1017.8,19,88,8,WSW,19,1017.3
13/5/2014,Tu,12.7,22.3,2,0.7,7.4,W,24,12:37,15.9,91,7,NE,2,1021.9,21.1,52,6,WSW,13,1019.9
14/5/2014,We,13.2,21.6,0,3.8,,WNW,30,14:15,15.8,79,8,NNE,4,1019.9,20.4,61,6,WNW,7,1017.1
15/5/2014,Th,12.5,22.4,0,1.8,1.8,W,20,15:21,15.8,87,6,N,6,1017.5,21.2,60,7,W,9,1014.2
16/5/2014,Fr,11.2,22.9,0,1.2,7.1,SSW,22,14:32,15.7,88,3,NE,7,1017,21.8,61,3,WSW,11,1016.5
17/5/2014,Sa,10.6,23.3,0,2.2,9.2,W,22,14:29,15.1,88,2,NE,7,1020,21.9,63,4,NW,11,1017.9
18/5/2014,Su,12.7,21.3,0.2,1.6,1.9,WNW,28,13:28,17.6,87,6,NNE,7,1018.9,19,87,7,WNW,4,1017.5
19/5/2014,Mo,15.4,21.8,1.4,0.8,1.5,NNW,24,10:44,17.9,82,6,NNE,11,1018.8,21.2,81,6,NW,7,1017.5
20/5/2014,Tu,16,23,2.2,2,5.7,NW,31,13:15,17.8,91,7,N,9,1017,21.2,81,7,W,9,1014.9
21/5/2014,We,14.6,21.3,12.8,5.4,1.7,NE,20,13:38,16.8,95,5,NNE,9,1016,20.1,78,7,NW,9,1014.7
22/5/2014,Th,14.2,22.6,0.2,0.2,5.6,WNW,37,16:08,16.6,89,4,NNE,9,1014,22.2,69,6,NNW,11,1011
23/5/2014,Fr,14.6,21.2,38.6,1.8,6.1,NW,44,16:28,16.7,88,1,N,6,1008.8,19.7,59,3,WNW,20,1008.1
24/5/2014,Sa,14.9,20.5,11.6,2.8,2.7,WSW,52,13:16,17.3,75,7,NW,15,1010.2,18.5,66,7,W,17,1009.3
25/5/2014,Su,15.6,20.6,2.8,2.6,4.3,WSW,41,18:17,17.5,64,4,WNW,7,1014.4,20.3,58,6,W,15,1012.4
26/5/2014,Mo,13.5,20.6,5.4,2.2,0.8,W,33,20:58,16.1,88,7,Calm,,1016.8,19.4,55,7,W,9,1016
27/5/2014,Tu,14.5,19.9,0.4,0.2,0.6,WSW,35,14:15,16,93,8,N,7,1016.8,18.5,82,6,WSW,13,1015.4
28/5/2014,We,11.3,19.5,9,1,4.5,SW,31,13:05,14.7,82,3,SSE,6,1022.7,17.9,62,6,SSW,13,1021.9
29/5/2014,Th,9.4,20.2,0,2.2,8.4,SSE,24,11:10,13.7,91,4,Calm,,1026,18.4,58,3,SSE,11,1024
30/5/2014,Fr,6,19.1,0,2.4,8.7,NE,26,13:38,12.6,78,4,E,6,1026.1,17.9,56,6,NE,13,1023.2
31/5/2014,Sa,7.3,17,0,1.2,1.1,NE,31,12:10,13.3,68,7,NE,13,1021.7,17,59,8,NE,9,1018.4
1/4/2014,Tu,16.3,24,1,3.4,7.3,SW,31,17:19,17.2,72,7,SSE,15,1018.7,23.5,37,1,SW,13,1017
2/4/2014,We,11.4,25.2,0,6.2,10.8,SW,35,15:50,17.2,53,0,ESE,11,1023,24.4,36,0,S,11,1019.4
3/4/2014,Th,12,27.6,0,5.8,10.4,ESE,28,5:48,17.9,51,5,ENE,17,1023.1,26.2,23,6,S,9,1018.9
4/4/2014,Fr,11.9,30.2,0,6.6,6.2,S,28,18:40,21,44,7,ENE,7,1017.6,27.3,32,7,W,11,1013.9
5/4/2014,Sa,13.6,31.4,0,4,8.5,WSW,33,15:36,23.5,47,5,ENE,7,1011.6,26.8,44,6,SW,17,1008.1
6/4/2014,Su,14.8,25.8,0,5.2,9.7,SW,41,15:37,19,80,4,SE,7,1012,23.9,52,1,WSW,20,1010.1
7/4/2014,Mo,13.5,25.2,0,5.2,10.6,SSW,37,14:59,20.9,61,1,ESE,7,1016.3,22.9,56,1,SW,20,1014.8
8/4/2014,Tu,14.5,30.4,0,6.2,9.7,NE,30,11:18,20.4,63,4,ENE,13,1016.8,29.9,30,1,NNE,6,1012.5
9/4/2014,We,15.7,30.9,0,6,6.1,NE,31,11:13,23.9,43,6,NNE,15,1012.9,30,23,5,NE,15,1009.6
10/4/2014,Th,19.1,32.3,0,7.6,8.7,NE,35,10:48,25.5,47,3,NE,15,1014.6,31.2,26,5,NE,11,1011.9
11/4/2014,Fr,19.2,34.6,0,7.4,10.3,NE,30,9:59,25.8,45,1,ENE,9,1016.4,33.8,23,1,N,7,1012.7
12/4/2014,Sa,17.9,32.3,0,7.4,10.4,WSW,30,12:22,25.9,42,0,NNE,13,1016.2,31.3,33,0,W,11,1014.4
13/4/2014,Su,16.1,33,0,7,10.9,SSW,20,14:32,24.3,59,1,ESE,7,1019.1,31.7,35,1,WSW,11,1017.1
14/4/2014,Mo,16.1,29.2,0,5.4,10.5,SW,24,12:45,23.6,61,0,NNE,6,1020,27.3,58,1,WSW,11,1018.3
15/4/2014,Tu,15.7,25.4,0,6.2,8.7,SW,31,12:45,22.4,71,1,N,4,1021.4,24.1,55,1,SW,13,1021
16/4/2014,We,16.9,24.9,0,6.2,6.8,WSW,43,12:18,19.1,77,8,E,6,1023.4,23.7,59,3,SW,17,1020
17/4/2014,Th,10.4,25.3,0,2.8,6.8,SW,30,14:23,18.1,68,6,NE,7,1022.6,24.4,47,5,SW,15,1020.5
18/4/2014,Fr,15,28,0,4,9,SW,30,16:31,18.9,66,6,ESE,11,1021.8,26.8,37,6,SSW,7,1017.6
19/4/2014,Sa,13.4,25.2,0,6.4,10,SSW,31,15:54,18.3,70,1,SSW,11,1018.1,24.2,54,1,SW,17,1014.4
20/4/2014,Su,12.3,24.5,0,4.6,9.2,SW,37,15:50,19.1,66,4,SSE,4,1015.1,21.9,58,5,SW,15,1012.3
21/4/2014,Mo,12.3,22.9,0,4.6,10.3,SW,30,16:08,17.2,63,1,SE,11,1019.9,22.6,41,1,SW,17,1018.3
22/4/2014,Tu,7.7,23.7,0,4,10.5,SSW,28,14:51,16.7,52,0,ENE,7,1021.3,21.8,41,1,SSW,19,1017.6
23/4/2014,We,9,26,0,5.2,9.2,SSE,28,10:25,16.8,61,7,SE,11,1018.5,25.2,35,7,S,9,1013.6
24/4/2014,Th,16.3,24,0,5,1.6,NE,24,4:53,19.7,53,7,E,9,1010.4,22.8,52,8,SW,6,1007.9
25/4/2014,Fr,15.6,24.8,0.2,3,7.8,WSW,19,14:30,19.3,76,7,WSW,7,1012.7,23.7,56,6,W,9,1011.4
26/4/2014,Sa,15.2,23,0,2.4,1.2,ENE,28,10:15,21.1,67,5,ESE,7,1012.3,20.6,77,8,ESE,7,1006.6
27/4/2014,Su,17.4,23.6,13.4,2.8,7.9,WSW,50,20:08,20.9,82,7,W,7,1006.4,21.9,64,6,W,17,1007.3
28/4/2014,Mo,13.2,19.4,9.6,2.8,9,SSW,41,13:30,15.6,70,3,SSE,13,1018.6,18,49,4,SSW,19,1021
29/4/2014,Tu,7.5,20.4,0.4,3.6,7.7,SSW,20,16:29,14.5,66,5,NE,4,1026.7,18.8,58,6,S,7,1024.6
30/4/2014,We,11.8,22.4,0,2.2,8.9,SSE,28,14:48,16.6,62,1,E,7,1025.6,21.1,38,1,S,13,1023.1
1/3/2014,Sa,16.4,38,0,11,11.9,NNE,35,8:26,29.1,27,0,NE,19,1015.9,37.3,11,0,SW,11,1013.1
2/3/2014,Su,16.7,37.5,0,11.6,11.9,W,28,14:52,29.3,23,6,NNE,7,1014.9,34.9,15,5,W,17,1012.1
3/3/2014,Mo,17.4,30.8,0,10.4,10.6,SSW,41,15:45,24.6,58,6,SSE,7,1015,27.2,56,1,SSW,19,1013.6
4/3/2014,Tu,17.3,32.7,0,8.8,11.8,SE,39,23:36,21.6,59,0,SSE,17,1021.9,31.6,21,3,SE,13,1018.1
5/3/2014,We,17.2,32,0,9.6,11.7,NNE,31,0:38,21.9,54,1,ESE,15,1021.2,31,27,1,SSE,13,1016.5
6/3/2014,Th,17.1,35.5,0,8.4,11.6,SE,31,15:03,22.9,49,1,E,15,1016.7,34.3,29,0,E,11,1012.3
7/3/2014,Fr,22.9,37.7,0,11,11.4,ENE,33,2:28,28.7,41,2,NE,13,1012.3,35,27,3,W,13,1009
8/3/2014,Sa,20.7,25.7,0,11.8,6.7,SSW,35,18:49,21.9,64,8,SW,15,1015.6,25.1,54,5,SW,17,1013.6
9/3/2014,Su,14.3,25.1,0,5.8,11.5,SSW,43,16:10,20.8,47,2,SSE,15,1018.9,23.7,40,0,SSW,22,1016.6
10/3/2014,Mo,13.3,28.8,0,8,11.2,SSW,39,16:56,21.2,57,1,ENE,11,1019.7,25.9,47,1,SSW,19,1016.9
11/3/2014,Tu,16.7,33.6,0,8.4,11,SE,33,22:06,22.4,50,1,E,13,1022.3,32.9,25,2,ESE,11,1018
12/3/2014,We,20.2,37.5,0,10.8,9.8,NE,33,1:55,26.3,42,7,ENE,17,1017.6,36.1,23,7,S,13,1013.1
13/3/2014,Th,21.6,26.9,0.2,9,2.1,SW,30,16:57,24,78,7,Calm,,1012,25.6,58,7,WSW,13,1011.6
14/3/2014,Fr,16.2,24.8,0,4.8,10,SSW,46,16:04,19.6,68,6,S,20,1018.5,23.4,50,1,SW,24,1016.7
15/3/2014,Sa,10.3,24,0,6.4,11.1,S,35,15:04,18,54,1,ESE,7,1021.8,22.3,49,5,SW,19,1018.8
16/3/2014,Su,13.7,26.8,0,6.2,9.9,SSW,35,17:58,20.3,56,1,S,7,1020.1,25,51,1,SSW,17,1016.9
17/3/2014,Mo,15.6,28.5,0,7.2,11,SSW,30,16:51,21.3,65,5,SW,7,1017.7,27,53,2,SW,17,1015.1
18/3/2014,Tu,16.1,30,0,7.8,11.1,SSW,31,16:25,22.7,63,1,SSE,6,1020.4,29.2,45,1,SSW,15,1018.4
19/3/2014,We,17.3,31.9,0,6.6,11,SSW,31,15:16,24.7,57,0,Calm,,1021.2,29.7,41,1,SSW,17,1018.1
20/3/2014,Th,18.9,31.6,0,8,10.8,ESE,50,23:26,22.1,58,1,SE,17,1022.2,30.6,30,2,SE,19,1017.5
21/3/2014,Fr,16.2,28.1,1,9.6,9.2,SE,43,0:23,18.7,69,5,E,15,1018.3,27.3,43,1,SE,19,1014.3
22/3/2014,Sa,18.7,31.7,0,8.2,9.4,ENE,44,21:23,23.7,55,7,E,11,1015.6,31.4,37,8,E,17,1013.4
23/3/2014,Su,20.7,33.9,0,10.8,10.9,ENE,41,9:54,24.5,53,2,E,17,1018.7,33.1,33,6,NE,19,1015.6
24/3/2014,Mo,22.3,34.2,0,8.8,9.4,SW,31,15:55,28.1,42,7,NE,17,1017.3,27,58,7,WSW,19,1017
25/3/2014,Tu,21.5,27.5,0.2,7.4,0.6,SSW,43,15:02,23.2,75,8,WSW,9,1019.9,23.7,73,8,SSW,24,1018.2
26/3/2014,We,20.4,30.6,0.4,4.6,1.2,SSE,22,0:12,24.3,54,7,E,2,1017,27.4,37,7,W,11,1016
27/3/2014,Th,17.8,28.4,0,4.2,10.3,SSW,35,16:48,22.4,68,1,SSE,11,1018,26.4,57,1,SSW,17,1015.5
28/3/2014,Fr,18.3,33.5,0,6.8,10.9,WSW,28,15:25,23.2,61,0,ESE,7,1017,30.4,39,4,WSW,15,1012.3
29/3/2014,Sa,19.6,24.9,0,6.6,2.3,SW,41,16:58,21.5,74,8,W,9,1010.3,23.8,65,7,NW,15,1007.9
30/3/2014,Su,17.3,23.5,5.2,3.6,4.5,WSW,30,14:23,19.2,53,8,W,11,1013.5,20.8,59,6,WSW,13,1013.2
31/3/2014,Mo,15.4,23.4,0.4,3,3.9,SW,26,15:04,17.1,88,7,NNE,11,1015,23.4,47,7,SW,13,1012.9
1/2/2014,Sa,18.4,28.5,0,9.2,12.9,SSW,43,14:23,23.6,58,1,SSW,13,1008.4,25.5,53,1,SSW,24,1006.7
2/2/2014,Su,16.8,32.5,0,10,12.9,SE,44,22:33,22.7,51,1,SE,17,1012.7,31.7,30,0,SE,15,1009.8
3/2/2014,Mo,16.9,33.8,0,11.4,13,ESE,44,7:40,22.1,46,1,E,19,1015.8,32.2,27,0,ESE,11,1011.2
4/2/2014,Tu,21.4,37.5,0,12,12.8,E,31,8:59,28,38,1,ENE,19,1011.9,35.5,26,1,SW,19,1008
5/2/2014,We,21.7,32.3,0,12,12.7,SW,37,15:57,27.2,48,3,SW,6,1011,29.7,51,2,SW,17,1009.6
6/2/2014,Th,20.2,32.2,0,9.6,12.7,SSW,35,18:38,25.2,58,1,SSE,9,1012.9,30.6,46,1,SW,19,1009.4
7/2/2014,Fr,19.5,30,0,10.8,12.7,SSW,44,16:06,23.8,55,0,SSE,13,1012.3,26.8,50,0,SSW,24,1009.7
8/2/2014,Sa,15.1,29.3,0,10.6,12.8,S,43,16:04,20.2,54,1,SSE,15,1016,25.5,45,0,SSW,22,1012.3
9/2/2014,Su,15.5,33.1,0,10.4,12.6,E,41,0:10,20.8,46,0,ESE,17,1014.2,32.2,21,1,ENE,11,1009
10/2/2014,Mo,18.2,29.2,0,9.4,12.6,SSW,52,16:06,22.9,50,1,S,13,1007.9,25.8,56,1,SSW,22,1005.9
11/2/2014,Tu,17.6,33.3,0,10.4,12.5,SSE,39,8:39,23.4,51,2,SE,15,1009.2,32.8,34,1,ESE,15,1004.9
12/2/2014,We,20.2,34.2,0,11.8,11.1,E,33,13:57,24.6,59,5,E,15,1007.6,32.7,34,5,ESE,13,1005.5
13/2/2014,Th,20.5,34.6,0,9.4,12.6,SE,31,0:55,24.6,60,1,E,13,1011.1,34,35,1,S,11,1007.2
14/2/2014,Fr,19.6,32.3,0,10.4,12.6,E,31,0:28,25.3,55,0,E,7,1009.8,30,44,1,SW,15,1007.1
15/2/2014,Sa,19.2,32.3,0,8.8,12.6,SW,28,12:54,25.8,49,1,Calm,,1008,30.5,32,1,SW,15,1005.9
16/2/2014,Su,17.1,28.9,0,10,7.5,W,39,15:31,22.5,74,2,S,11,1011.4,25.2,47,6,SW,20,1011.6
17/2/2014,Mo,17.3,33,0,7.6,12.4,SW,35,16:33,24.3,56,1,ESE,13,1017,29.9,44,4,SW,15,1013.8
18/2/2014,Tu,18.4,35.3,0,10,12.5,ENE,33,7:17,23.7,44,0,E,11,1017.9,34.9,18,0,ESE,13,1013.4
19/2/2014,We,17.5,37,0,12,12.6,SE,37,0:44,24.1,47,0,E,17,1015.7,35.5,20,0,SSE,15,1011.9
20/2/2014,Th,21.5,37.4,0,13,12.3,ENE,39,23:09,27.7,37,4,ENE,13,1016.3,36.3,16,3,E,11,1014.1
21/2/2014,Fr,19.7,34.9,0,13.8,12.2,E,39,1:47,26.3,38,1,ENE,19,1019.1,34.1,20,1,E,17,1016.1
22/2/2014,Sa,23.8,35.3,0,12,10.8,SSW,35,16:13,28.2,34,1,ENE,13,1018.9,34.6,22,3,ENE,9,1014.5
23/2/2014,Su,18.5,35.3,0,10,12.2,S,37,17:06,29.4,36,0,NE,9,1016.3,33.9,26,1,SW,19,1013.4
24/2/2014,Mo,17.2,34.2,0,10.6,12.2,WSW,41,16:27,28.1,36,0,SSW,7,1016.8,32.1,30,0,SSW,19,1014.8
25/2/2014,Tu,19.7,31.8,0,12,12.2,SE,33,21:53,24.2,54,1,ESE,11,1020.1,31.1,27,0,SSW,11,1016.7
26/2/2014,We,15.9,30.6,0,10.8,12.2,E,37,8:17,20.8,46,0,ENE,15,1021.2,29.2,23,0,ESE,15,1016.2
27/2/2014,Th,16.9,34.6,0,12.2,12.1,SSW,33,16:07,23.8,42,0,ENE,17,1018.3,33.8,24,0,SSW,9,1014.5
28/2/2014,Fr,17.5,36.6,0,9,12.1,NE,37,11:42,27.5,29,0,ENE,13,1018,35.9,13,0,NE,9,1014.6
1/1/2014,We,16.9,26.1,0,9,12.6,SW,41,13:18,22.6,56,4,S,11,1009.1,23.9,42,1,SW,20,1010.2
2/1/2014,Th,12.6,25.7,0,9.2,7.9,SW,37,13:20,20.5,56,7,SW,11,1017.5,24.1,48,5,SW,19,1017.7
3/1/2014,Fr,14.3,26.5,0,7.2,13.1,SW,46,16:00,20,47,0,SE,11,1022.4,24.3,44,0,SSW,22,1018.5
4/1/2014,Sa,14.9,27.3,0,9.4,13.2,SW,41,14:08,21.8,44,1,SSE,13,1018.5,24.4,45,1,SSW,22,1015.9
5/1/2014,Su,15.9,31.8,0,9.8,13,SSE,33,8:35,20.5,55,0,ESE,17,1018.7,29.1,36,0,SSW,19,1014
6/1/2014,Mo,16.3,39.1,0,10.2,12.6,SW,37,17:18,29,35,1,ENE,15,1011.6,37.9,19,2,SW,15,1008.3
7/1/2014,Tu,19.7,26.9,0,11,12.6,SW,35,16:07,23.5,70,1,WSW,13,1014.2,24.5,56,1,WSW,17,1014.4
8/1/2014,We,17.5,28.4,0,10,11.8,SW,35,15:09,23.1,59,2,S,15,1017.9,25.8,51,7,SSW,20,1015.6
9/1/2014,Th,17,30,0,8,13.2,SW,43,17:53,23.4,55,0,S,7,1016.7,27.3,55,0,SSW,17,1014.4
10/1/2014,Fr,16.7,34.2,0,9.8,13.2,SW,43,15:02,26.5,49,0,E,9,1017.2,30.6,44,0,SSW,22,1014.8
11/1/2014,Sa,22.6,43.3,0,12,13.1,NE,33,8:19,30.7,34,0,ESE,13,1015.7,42.5,12,0,SE,11,1010.4
12/1/2014,Su,29.7,41,0,16,12.2,NW,37,11:46,39,13,1,N,17,1007.4,33.1,33,1,WSW,17,1008
13/1/2014,Mo,20.9,27.8,0,13.2,9.4,SW,39,18:22,23.5,67,7,S,15,1010.7,25.3,51,4,SW,20,1009.8
14/1/2014,Tu,15,26.7,0,10.2,13.1,SSW,37,16:14,21.7,50,0,SE,9,1012.9,25,44,0,SW,19,1010.3
15/1/2014,We,16.1,25.6,0,9.4,12.4,WSW,41,21:46,23.4,53,2,NNE,4,1008.5,24.3,49,3,W,19,1008.7
16/1/2014,Th,18.7,25.6,0.2,9.6,13,SW,41,14:48,22.7,51,4,SSW,11,1012.8,23.7,46,1,SSW,22,1012.3
17/1/2014,Fr,15.8,31.6,0,10,13.1,S,35,17:19,22.2,50,0,ESE,13,1014.5,28,44,0,SW,19,1010.5
18/1/2014,Sa,15.5,37.1,0,9.4,13.2,SSW,39,15:33,28,35,0,ENE,13,1012.5,35.3,25,0,SSW,17,1009.7
19/1/2014,Su,22.2,38.7,0,13.2,13.1,SW,46,16:42,30.3,32,0,E,11,1011.4,35.8,24,0,SSW,24,1007.9
20/1/2014,Mo,20.4,38.3,0,13.4,13.1,NE,41,9:11,26.3,45,0,E,13,1010.4,38,21,0,ESE,13,1006.5
21/1/2014,Tu,20,38,0,15.2,13.2,E,43,8:10,26.1,49,0,ESE,17,1008.8,36.7,26,0,SE,15,1004.6
22/1/2014,We,23.8,37.2,0,11,13,SE,39,14:54,29.7,48,1,ENE,19,1007.3,35.9,29,4,SE,17,1003.3
23/1/2014,Th,22.7,36.2,0,12,13.1,SE,54,17:02,28.2,52,1,SSE,11,1007.8,35.9,29,3,SE,22,1006
24/1/2014,Fr,23.2,32.6,0,13.4,9.3,ESE,50,11:58,24.6,57,7,ESE,17,1014.9,31.7,35,2,E,17,1010.8
25/1/2014,Sa,24.6,36.7,0,11.4,10.9,SW,33,18:55,28,54,6,NE,17,1010.5,35.2,37,3,SW,15,1006.4
26/1/2014,Su,23.5,31,0,10.6,12.9,SSW,41,15:03,27.6,59,1,SSW,13,1010.9,28.3,49,1,SSW,24,1008.5
27/1/2014,Mo,18.5,26.4,0,10.2,11.2,SSW,46,15:18,22.1,72,5,SW,13,1011.3,24.8,46,1,SSW,24,1010.8
28/1/2014,Tu,15.9,31.5,0,9.2,13.1,SSE,39,10:38,20.9,47,0,SE,13,1017.9,30.4,27,0,SE,13,1013.7
29/1/2014,We,16.6,33.5,0,11.6,13,SSE,41,0:47,23.5,46,0,E,15,1013.7,31.6,36,1,SW,17,1009.5
30/1/2014,Th,19,34.6,0,10.6,13,SW,31,19:04,28.6,37,2,SE,6,1009.9,32.9,34,1,SSW,17,1007
31/1/2014,Fr,21.1,29.7,0,9.6,10.7,SSW,39,17:18,26.1,59,6,NNW,9,1007.4,26.3,58,1,SW,17,1006.6